"","TransactionNumber","UserID","Age","Gender","Occupation","EducationLevel","MaritalStatus","NumDependents","Income","Expenditure","GiftsTransaction","TransactionDate","TransactionTime","TransactionAmount","MerchantID","TransactionType","TransactionLocation","DeviceType","Latitude","Longitude","EmailDomain","Terrorism","UserTenure","IsFraud"
"6959",8752,1547,-1,"Female","Unemployed","PhD","Married",0,81916.76,48992.61,"4104.76 GBP","2023-11-25","17:06:54",274.11,"M001","Purchase","Sydney","Tablet",-30.000233,136.209152,"erin42@gmail.com","False",91,0
"6960",18109,316,19,"Female","Professional","Bachelor","Married",0,52843.32,21977.676,"8161.54 AUD","2023-06-16","11:24:08 PM",462.424,"M007","Purchase","Canberra","Mobile",-37.0201,144.9646,"fsloan@outlook.com","False",39,0
"6961",3408,2175,43,"Male","Retired","PhD","Widowed",4,20721.63,12591.82,"£ 240.74","2023-06-30","16:32:00",545.93,"M001","Transfer","MLB","android",-37.0201,144.9646,"tylerowens@outlook.com","False",30,0
"6962",1538,4672,36,"Male","Student","High School","Single",0,93501.23,39802.18,"£ 22.02","2023-01-08","02:45:27",193.85,"M007","Purchase","Canberra","Mobile",-20.917574,142.702789,"marykelley@outlook.com","False",54,1
"6963",2292,2563,35,"Male","Student","High School","Married",2,69667.7,46004,"7073.08 GBP","2023-11-29","02:28:37",20.39,"M005","Purchase","Darwin","Mobile",-31.840233,145.612793,"jerryharvey@gmail.com","False",59,1
"6964",9523,958,51,"Male","Unemployed","Bachelor","Married",1,76101.24,45456.9,"8468.76 GBP","2023-04-05","14:53:43",354.71,"M003","Withdrawal","Brisbane","Desktop",-37.0201,144.9646,"mitchellrivera@yahoo.com","False",38,1
"6965",1363,1735,20,"Female","Professional","PhD","Widowed",1,76715.79,59773.35,"3191.02 GBP","2023-10-23","10:15:13",56.47,"M001","Transfer","Hobart","Desktop",-30.000233,136.209152,"jessicabrown@yahoo.com","False",48,0
"6966",4357,3693,29,"Male","Professional","Master","Single",3,52380.1,30007.45,"£ 1143.59","2023-03-24","04:53:41 PM",47.42,"M001","Transfer","Perth","Mobile",-37.0201,144.9646,"santanajanet@yahoo.com","True",22,0
"6967",15131,3880,35,"Male","Unemployed","High School","Married",1,68908.82,30737.604,"26990.72 AUD","2023-06-02","12:35:57",403.408,"M008","Withdrawal","Perth","Desktop",-37.0201,144.9646,"brandon72@outlook.com","False",25,1
"6968",5260,229,-1,"Male","Professional","High School","Married",4,61082.79,37302.17,"£ 2123.15","2023-10-20","05:00:19 AM",722.92,"M007","Purchase","Darwin","Mobile",-31.840233,145.612793,"john90@gmail.com","False",90,1
"6969",15337,382,35,"Female","Student","High School","Single",0,78404.02,39890.248,"6948.17 AUD","2023-08-31","10:09:11",378.164,"M006","Purchase","Canberra","Mobile",-37.0201,144.9646,"kclark@gmail.com","False",11,0
"6970",15597,971,33,"Female","Unemployed","High School","Divorced",3,51135.94,15467.7,"AU$ 3683.72","2023-11-17","01:27:41",202.964,"M005","Purchase","Bne","Mobile",-31.840233,145.612793,"elizabethgarcia@yahoo.com","True",70,1
"6971",680,2354,-1,"Male","Professional","High School","Single",3,32075.48,17515.36,"2173.34 GBP","2023-12-27","12:54:03",124.89,"M008","Purchase","Darwin","Mobile",-37.0201,144.9646,"ujohnson@outlook.com","False",99,0
"6972",13050,2426,39,"Female","Retired","High School","Single",2,68185.69,37538.19,"£ 1595.99","2023-10-01","11:12:00 PM",673.63,"M005","Purchase","Sydney","Mobile",-30.000233,136.209152,"prios@gmail.com","False",108,0
"6973",16239,959,49,"Male","Student","Master","Married",4,29230.59,18278.144,"2760.55 AUD","2023-06-06","11:32:10",263.28,"M008","Transfer","Melbourne","Desktop",-31.840233,145.612793,"melissa51@outlook.com","True",100,0
"6974",3664,3349,34,"Male","Retired","Bachelor","Single",1,80504.69,42432.42,"56.17 GBP","2023-09-28","16:40:07",112.06,"M002","Purchase","Drw","Desktop",-37.0201,144.9646,"vbrock@disposable.com","True",48,0
"6975",1661,4505,45,"Male","Retired","Bachelor","Married",4,84475.87,64293,"3477.98 GBP","2023-09-09","18:05:12",134.25,"M008","Purchase","melbourne","Mobile",-20.917574,142.702789,"jharris@gmail.com","True",19,0
"6976",508,3806,-1,"Female","Retired","Bachelor","Married",1,38990.15,23079.75,"509.87 GBP","2023-08-12","09:26:23",130.78,"M006","Purchase","Canberra","Tablet",-31.840233,145.612793,"jill18@gmail.com","False",86,0
"6977",166,4948,34,"Male","Retired","Bachelor","Married",2,85488.06,56532.58,"2910.28 GBP","2023-06-26","02:26:02",109.36,"M008","Purchase","Sydney","Mobile",-19.491411,132.550964,"eugenesmith@gmail.com","False",5,1
"6978",13689,4231,35,"Female","Professional","Bachelor","Single",3,124260.22,48114.7,"£ 12629.6","2023-04-13","14:02:38",92.91,"M001","Transfer","Perth","Desktop",-37.0201,144.9646,"djohnson@yahoo.com","False",69,0
"6979",16683,2933,43,"Male","Professional","High School","Single",3,59968.15,36504.844,"1903.13 AUD","2023-12-18","06:32:55",109.908,"M006","Transfer","Adelaide","Mobile",-31.840233,145.612793,"znunez@yahoo.com","False",52,0
"6980",9198,3682,-1,"Female","Professional","High School","Married",0,83846.36,58428.98,"6604.26 GBP","2023-06-29","20:35:04",34.2,"M001","Payment","Melbourne","smartphone",-20.917574,142.702789,"wclark@gmail.com","True",53,0
"6981",16745,1053,34,"Male","Professional","Bachelor","Married",4,36285.42,14456.284,"9808.51 AUD","2023-02-11","11:21:16",214.516,"M004","Purchase","Canberra","Desktop",-31.840233,145.612793,"michaelmoore@gmail.com","False",42,0
"6982",7365,1784,-1,"Female","Professional","Master","Single",0,32955.35,18941.42,"£ 1290.54","2023-07-25","11:48:13",2943.93,"M004","Payment","Hobart","Mobile",-19.491411,132.550964,"yjones@tempmail.com","True",17,0
"6983",1914,1080,24,"Female","Student","Master","Married",2,49866.12,38466.18,"£ 1183.42","2023-03-19","17:03:13",254.82,"M006","Transfer","Perth","android",-37.0201,144.9646,"vmiller@gmail.com","True",17,0
"6984",11686,4199,26,"Female","Retired","Bachelor","Single",4,76446.84,59948.1,"£ 87.77","2023-07-02","03:55:17",235.91,"M008","Withdrawal","Canberra","Desktop",-31.840233,145.612793,"samuelyoder@gmail.com","False",59,1
"6985",7263,2566,-1,"Male","Student","Master","Single",3,35285.22,20444.44,"£ 127.18","2023-10-03","03:13:27",117.42,"M007","Purchase","Brisbane","iphone 15",-20.917574,142.702789,"znguyen@outlook.com","True",93,1
"6986",3854,2961,37,"Female","Student","Master","Single",1,76712.9,52855.99,"£ 4596.9","2023-09-10","07:26:21 PM",101.89,"M001","Purchase","Canberra","Mobile",-31.840233,145.612793,"cadams@securemail.com","False",52,0
"6987",4199,295,-1,"Male","Unemployed","High School","Married",2,63994.37,22817.59,"1554.18 GBP","2023-10-31","21:01:50",208.86,"M002","Purchase","Canberra","Desktop",-20.917574,142.702789,"baldwinmark@outlook.com","True",69,0
"6988",7361,3153,50,"Male","Unemployed","High School","Single",3,92084.17,73413.4,"234.47 GBP","2023-09-11","23:33:47",1506.12,"M002","Transfer","Sydney","Mobile",-20.917574,142.702789,"andreasnyder@tempmail.com","False",49,0
"6989",14909,4739,18,"Other","Student","Bachelor","Married",4,131469.21,54192.508,"AU$ 10952.22","2023-09-03","04:04:22 PM",90.72,"M006","Withdrawal","Darwin","Mobile",-31.840233,145.612793,"navarrodale@gmail.com","True",63,1
"6990",13182,1292,41,"Female","Professional","Bachelor","Married",3,57499.08,31535.53,"£ 7792.23","2023-12-08","09:47:35",57.68,"M003","Payment","Hobart","galaxys7",-37.0201,144.9646,"christopher94@outlook.com","True",56,0
"6991",10728,2417,34,"Female","Professional","Master","Single",0,30591.31,19841.37,"186.75 GBP","2023-09-16","18:40:42",96.3,"M008","Purchase","Adelaide","Desktop",-20.917574,142.702789,"jessica11@outlook.com","False",116,0
"6992",1104,1839,38,"Male","Student","Bachelor","Married",0,115290.86,57400.69,"£ 1298.94","2023-12-12","12:00:20",389.18,"M008","Payment","Hobart","Desktop",-31.840233,145.612793,"kaylalong@yahoo.com","False",68,0
"6993",12067,4757,33,"Female","Unemployed","Bachelor","Married",2,28277.36,12646.97,"£ 81.44","2023-09-05","07/52/40",7.04,"M008","Withdrawal","Darwin","Desktop",-37.0201,144.9646,"chaseharding@gmail.com","False",82,1
"6994",16104,3057,48,"Female","Student","Bachelor","Married",3,141605.5,61186.672,"AU$ 11369.97","2023-10-15","01:52:08",245.312,"M003","Purchase","Darwin","Desktop",-31.840233,145.612793,"brownshawn@gmail.com","True",63,1
"6995",9944,1512,-1,"Female","Student","Bachelor","Married",0,39690.86,26816.57,"717.35 GBP","2023-11-08","18:03:58",342.54,"M007","Purchase","Perth","android",-31.840233,145.612793,"sabrinagould@gmail.com","True",114,0
"6996",5310,2887,32,"Male","Professional","High School","Married",2,57000.19,37811.16,"£ 451.27","2023-09-24","07:48:22",29.69,"M001","Purchase","Brisbane","Desktop",-37.0201,144.9646,"jon39@outlook.com","False",41,0
"6997",14144,1202,43,"Male","Professional","High School","Single",2,21620.61,12130.24,"1099.0 GBP","2023-12-07","12:55:49",161.88,"M003","Purchase","Canberra","Desktop",-25.042261,117.793221,"ynguyen@yahoo.com","False",64,0
"6998",16751,923,36,"Male","Student","High School","Single",0,48094.89,21803.056,"AU$ 2146.18","2023-10-16","00:27:04",51.112,"M004","Transfer","Adelaide","Desktop",-37.0201,144.9646,"camerongary@outlook.com","False",7,1
"6999",11108,4879,42,"Male","Professional","High School","Married",3,157450.68,59142.63,"£ 2164.48","2023-09-12","15:58:24",84.21,"M002","Purchase","Hobart","Mobile",-31.840233,145.612793,"melaniejohnson@outlook.com","False",89,0
"7000",11156,2273,40,"Male","Student","Bachelor","Married",4,119498.91,57677.54,"9704.66 GBP","2023-12-28","13:57:25",100.91,"M008","Transfer","Sydney","Desktop",-31.840233,145.612793,"rubiochristopher@outlook.com","False",35,0
"7001",5754,4604,32,"Other","Professional","Bachelor","Single",2,57721.04,18163.26,"£ 3856.09","2023-10-17","09:16:04",612.36,"M001","Transfer","Hobart","Desktop",-37.0201,144.9646,"kgibson@yahoo.com","False",4,0
"7002",152,2911,-1,"Female","Professional","High School","Married",3,105622.07,57428.14,"£ 3462.22","2023-06-01","01:53:04",182.4,"M007","Payment","Canberra","Mobile",-19.491411,132.550964,"matthewgolden@outlook.com","True",82,1
"7003",16283,3215,50,"Male","Student","Bachelor","Single",1,70228.1,27726.796,"AU$ 2976.14","2023-09-23","19:07:59",66.604,"M001","Transfer","Darwin","Mobile",-31.840233,145.612793,"shanecamacho@securemail.com","True",54,0
"7004",18158,3620,54,"Male","Professional","High School","Married",4,57368.37,23965.792,"747.38 AUD","2023-11-12","12:17:39",49.944,"M008","Payment","Perth","Mobile",-37.0201,144.9646,"jwhite@outlook.com","True",87,0
"7005",5679,1800,36,"Male","Professional","Bachelor","Single",1,70724.95,44960.5,"1003.62 GBP","2023-08-24","19:30:48",288.24,"M001","Withdrawal","Brisbane","Mobile",-31.840233,145.612793,"mayostephanie@gmail.com","False",65,1
"7006",12099,2926,51,"Female","Student","Bachelor","Single",1,26682.16,11429.73,"£ 1625.03","2023-07-28","08:00:28",1175.42,"M001","Purchase","Hobart","Tablet",-31.840233,145.612793,"janehicks@yahoo.com","False",82,0
"7007",2832,59,-1,"Male","Professional","High School","Single",0,37904.32,27447.28,"£ 1545.76","2023-12-10","12:15:29",233.48,"M004","Payment","Perth","galaxys7",-31.840233,145.612793,"zholmes@disposable.com","False",32,0
"7008",10744,4944,34,"Male","Retired","High School","Single",0,38942.62,14426.05,"£ 3350.16","2023-06-14","13:16:36",192.61,"M002","Payment","Brisbane","Tablet",-31.840233,145.612793,"tonya59@yahoo.com","True",9,0
"7009",18185,2634,46,"Male","Professional","High School","Single",4,79042.24,57061.688,"AU$ 709.84","2023-09-11","09:03:53",481.444,"M005","Purchase","Darwin","Mobile",-31.840233,145.612793,"jenniferruiz@gmail.com","False",63,0
"7010",14511,2062,-1,"Male","Unemployed","High School","Single",2,73635.05,52517.52,"3367.25 GBP","2023-11-02","13:53:06",1091,"M005","Purchase","Brisbane","galaxys7",-37.0201,144.9646,"patrickpamela@securemail.com","True",41,0
"7011",3551,1918,28,"Male","Professional","High School","Single",4,79232.84,27018.1,"1842.45 GBP","2023-07-09","13:40:54",72.05,"M007","Transfer","Brisbane","Desktop",-35.473469,149.012375,"santanalindsey@gmail.com","False",15,0
"7012",3722,3153,50,"Male","Unemployed","High School","Single",3,92084.17,73413.4,"234.47 GBP","2023-08-09","23:59:59",751.81,"M008","Purchase","Perth","smartphone",-20.917574,142.702789,"andreasnyder@tempmail.com","False",49,0
"7013",15145,2904,44,"Female","Retired","Bachelor","Married",0,113357.94,65529.888,"33178.78 AUD","2023-06-21","07:16:23 PM",40.728,"M006","Withdrawal","Darwin","smartphone",-37.0201,144.9646,"handerson@outlook.com","False",97,1
"7014",16955,1914,21,"Female","Student","High School","Married",4,68958.47,49470.572,"13131.96 AUD","2023-03-29","19:21:35",232.696,"M001","Purchase","Melbourne","Desktop",-37.0201,144.9646,"michelle16@gmail.com","True",119,0
"7015",12541,719,35,"Male","Unemployed","High School","Divorced",2,58632.58,32892.84,"1111.96 GBP","2023-06-08","02/56/20",25.07,"M008","Purchase","Adelaide","Tablet",-31.840233,145.612793,"adavidson@gmail.com","False",106,1
"7016",4538,3289,-1,"Other","Professional","PhD","Married",2,116392.31,56056.53,"3844.94 GBP","2023-06-11","01:15:54",12.5,"M003","Withdrawal","Adelaide","Desktop",-37.0201,144.9646,"derekgarcia@yahoo.com","False",52,1
"7017",15297,4094,21,"Female","Professional","Bachelor","Single",3,72740,22423.704,"9540.83 AUD","2023-07-04","23/59/59",211.208,"M002","Purchase","Melbourne","Tablet",-31.840233,145.612793,"macdonaldhannah@disposable.com","False",65,0
"7018",10014,4597,30,"Male","Retired","High School","Single",4,49227.19,15822.5,"1564.35 GBP","2023-07-02","17:24:32",163.71,"M006","Transfer","Melbourne","Desktop",-31.840233,145.612793,"kingcharles@tempmail.com","True",87,0
"7019",12278,1502,40,"Male","Student","Master","Single",1,40621.74,22185.75,"4123.15 GBP","2023-07-15","08:37:40",47.51,"M006","Purchase","Melbourne","Desktop",-37.0201,144.9646,"teresa08@gmail.com","False",10,0
"7020",16271,1272,26,"Female","Unemployed","High School","Single",0,79686.09,50244.584,"AU$ 8364.84","2023-10-09","08:22:16",298.216,"M006","Purchase","Canberra","android",-20.917574,142.702789,"amanda65@yahoo.com","False",117,0
"7021",8463,2159,25,"Male","Professional","Bachelor","Single",1,68571.43,23773.2,"£ 1312.83","2023-09-10","16:33:47",25.26,"M003","Purchase","Melbourne","smartphone",-20.917574,142.702789,"cookjerry@yahoo.com","False",24,0
"7022",1991,4802,-1,"Male","Student","PhD","Widowed",2,96167.96,43224.78,"£ 525.93","2023-09-25","17:24:45",147.05,"M003","Purchase","Sydney","Desktop",-20.917574,142.702789,"blogan@disposable.com","False",1,0
"7023",17393,585,44,"Male","Professional","High School","Single",3,30985.63,11659.536,"AU$ 4931.79","2023-11-11","21:54:45",103.216,"M003","Purchase","Brisbane","Mobile",-20.917574,142.702789,"nharris@gmail.com","False",16,0
"7024",8501,404,24,"Female","Student","Bachelor","Single",4,96234.79,61086.66,"2743.34 GBP","2023-11-11","04:32:23",184.1,"M007","Transfer","Hobart","Mobile",-25.042261,117.793221,"qkeith@outlook.com","False",80,1
"7025",17217,1385,32,"Male","Student","Bachelor","Single",1,79064.68,54747.512,"7372.2 AUD","2023-08-13","01:38:43",90.048,"M002","Purchase","Perth","android",-30.000233,136.209152,"steven46@securemail.com","True",49,1
"7026",5141,2256,40,"Male","Student","High School","Married",0,84798.1,33905.18,"676.38 GBP","2023-09-15","08:59:15",182.92,"M002","Transfer","Hobart","Mobile",-37.0201,144.9646,"courtneymora@yahoo.com","True",94,0
"7027",10743,2894,21,"Male","Professional","High School","Married",4,112618.21,49478.29,"3106.33 GBP","2023-11-14","22:45:00",31.64,"M007","Purchase","Brisbane","Mobile",-41.640079,146.315918,"wwebster@outlook.com","True",67,0
"7028",11791,2234,50,"Male","Professional","High School","Married",2,85506.26,32330.46,"£ 6751.59","2023-12-20","04:47:28",39.71,"M002","Purchase","Perth","Desktop",-25.042261,117.793221,"debralara@gmail.com","False",54,1
"7029",11814,1515,38,"Male","Retired","High School","Single",0,87983.99,55242.4,"£ 2616.23","2023-09-08","23:59:59",366.16,"M008","Withdrawal","Hobart","iphone 15",-20.917574,142.702789,"markwilliams@gmail.com","False",46,1
"7030",3811,2020,41,"Female","Professional","High School","Married",3,83177.87,27412.41,"3562.87 GBP","2023-05-31","02:15:18",338.95,"M005","Purchase","Brisbane","Desktop",-31.840233,145.612793,"monica81@gmail.com","False",76,1
"7031",14197,962,44,"Male","Professional","Bachelor","Married",3,62461.87,25284.24,"7453.33 GBP","2023-08-13","18/58/54",34.26,"M004","Withdrawal","Darwin","Mobile",-20.917574,142.702789,"casey98@gmail.com","False",91,1
"7032",17108,1993,27,"Male","Unemployed","High School","Married",1,62940.39,24423.644,"AU$ 14279.17","2023-11-04","14/23/43",55.792,"M001","Purchase","Sydney","Desktop",-41.640079,146.315918,"cassandrathompson@gmail.com","False",105,0
"7033",3450,1253,-1,"Male","Professional","High School","Single",0,57500.19,42178.25,"1151.67 GBP","2023-12-28","10:08:26",313.4,"M006","Purchase","Perth","Mobile",-31.840233,145.612793,"whitebrandon@securemail.com","False",80,0
"7034",4591,904,36,"Female","Professional","PhD","Single",0,78426.76,61325.81,"£ 10610.3","2023-10-19","15:08:31",266.15,"M003","Purchase","Canberra","Mobile",-20.917574,142.702789,"charlesprice@securemail.com","False",10,0
"7035",7352,3613,24,"Male","Unemployed","High School","Widowed",2,72453.72,40632.88,"6238.75 GBP","2023-05-29","12:34:39",231.72,"M005","Transfer","Sydney","Mobile",-37.0201,144.9646,"pamela16@gmail.com","False",89,0
"7036",205,3362,-1,"Male","Student","High School","Single",4,80334.77,35611.5,"1016.71 GBP","2023-12-09","15:04:40",48.84,"M004","Transfer","Darwin","mob",-37.0201,144.9646,"wgreen@gmail.com","False",54,0
"7037",13722,1857,18,"Female","Student","High School","Single",2,75319.88,34645.48,"£ 4745.06","2023-10-20","00:00:00",1175.13,"M006","Withdrawal","Canberra","Mobile",-37.0201,144.9646,"ramirezjodi@gmail.com","False",22,1
"7038",9327,942,46,"Male","Professional","High School","Single",3,72913.39,31327.5,"£ 2345.29","2023-09-10","05:25:11",285.35,"M007","Transfer","Perth","galaxys7",-37.0201,144.9646,"dschwartz@gmail.com","True",7,1
"7039",6680,2484,-1,"Male","Professional","High School","Single",2,33098.95,16785.9,"1720.14 GBP","2023-12-25","08:48:23",470.66,"M002","Purchase","Brisbane","Desktop",-31.840233,145.612793,"gregory19@disposable.com","False",15,0
"7040",13156,1727,41,"Female","Retired","Bachelor","Single",4,50319.74,39800.27,"£ 6076.67","2023-07-02","10:50:09 AM",51.9,"M004","Purchase","Hobart","android",-25.042261,117.793221,"thomas91@securemail.com","True",102,0
"7041",2749,165,45,"Male","Professional","Bachelor","Single",4,62310.6,29948.41,"£ 2128.77","2023-03-04","10:20:43",697.57,"M008","Payment","Melbourne","Mobile",-37.0201,144.9646,"myersdeanna@gmail.com","False",79,0
"7042",11805,875,33,"Male","Professional","High School","Widowed",0,77182.21,53174.44,"£ 627.59","2023-09-19","08:08:41",1335.41,"M001","Withdrawal","Darwin","Mobile",-31.840233,145.612793,"xhuber@gmail.com","False",16,1
